70	33.2500000000000
76	38.9200000000000
84	47.2300000000000
92	55.8900000000000
100	65.2000000000000
106	72.4400000000000
112	79.9500000000000
118	87.8000000000000
126	98.7100000000000
134	110.290000000000
142	122.530000000000
146	128.850000000000
150	135.220000000000
154	142.170000000000
158	148.710000000000
162	155.340000000000
170	168.420000000000
174	175.270000000000
178	182.070000000000
182	189.150000000000
186	196.360000000000
190	203.620000000000
198	218.800000000000
202	227.240000000000
206	235.250000000000
214	251.180000000000
218	259.100000000000
222	267.290000000000
226	275.460000000000
230	283.400000000000
